#{"t_start": 1763544255.1246347, "env_id": "None"}
r,l,t
-20.235682,378,917.400722
-116.19791,435,917.709084
69.09031,157,917.873048
151.46075,40,918.009615
-1021.9616,963,918.581396
-606.3827,241,919.204443
-759.7066,652,920.292974
-1083.9741,739,920.650284
-1098.7268,799,920.782197
-403.5106,46,921.005523
195.8421,29,921.238834
-35.610367,315,921.430385
-1620.6761,1600,921.553478
115.31416,68,922.066518
191.8374,28,922.289641
-190.8514,847,922.69017
59.17487,210,922.874167
191.93993,61,923.163648
13.035486,185,923.682619
102.169304,126,923.789029
163.71577,44,924.118532
-195.2879,699,924.210454
94.21485,148,924.252922
-1292.9111,1600,924.276791
153.78511,41,924.429705
-389.66525,41,924.514712
-144.86125,513,924.685576
-485.29828,75,924.827905
-475.25842,637,925.470217
68.92386,195,925.533335
144.03357,49,925.580444
123.02328,139,925.670156
47.60385,123,925.832047
-289.5967,677,925.85939
176.93527,29,925.903718
-110.01809,546,925.970319
193.92802,31,926.08691
-1783.8683,1600,926.103801
150.48306,85,926.278704
156.48537,71,926.445375
174.6436,44,926.45447
114.85502,136,926.580931
149.0237,39,926.59703
131.84052,76,926.731008
32.652493,245,927.008024
-1042.5328,1164,927.02372
113.5354,149,927.123881
167.80756,78,927.212199
196.94046,39,927.338391
143.79836,79,927.382878
124.41269,70,927.607847
116.63278,57,927.673335
169.28204,44,927.694347
-135.7645,364,927.717803
148.3274,76,927.983361
108.8744,44,928.022674
156.59293,40,928.031239
62.478294,86,928.276869
-1035.1748,1600,928.482824
175.3093,35,928.572739
100.30086,70,928.591831
-366.81003,29,928.735422
19.86022,343,928.767788
115.10962,140,928.82745
-1.441713,225,928.96136
6.837651,123,928.989927
172.58884,54,929.199124
187.60104,36,929.265032
161.14015,58,929.398995
134.55602,112,929.459363
-1290.4865,1410,929.478543
-858.3743,1600,929.486429
159.42744,38,929.685912
-123.86101,406,929.693477
185.42876,32,929.725495
-1074.3629,1600,929.834557
179.00325,43,930.027489
-360.3425,32,930.274805
110.78035,211,933.567034
-468.78067,192,933.880581
-79.42143,585,933.889869
-191.68846,288,934.089394
133.61375,31,934.314775
138.36671,62,934.350523
4.151199,231,934.729754
170.81827,33,934.98974
-1238.3698,1600,935.102576
-643.12524,412,935.306816
7.163451,412,935.343232
71.925865,239,935.411917
157.04897,45,935.664943
102.39682,186,935.80325
-203.4019,253,935.853104
-1008.8604,691,936.077821
208.6053,29,936.278546
-654.8152,521,936.348387
100.53707,146,936.749264
-355.05917,741,937.169688
118.32264,124,937.208968
-78.433105,260,937.738274
-213.95099,380,938.965097
-45.63336,326,939.303639
145.1018,45,939.66279
109.94427,195,939.678262
-720.6622,594,939.860525
178.37347,42,939.984485
98.50797,142,940.087392
153.00395,40,940.301345
-286.91898,569,940.680867
-936.1488,1095,940.810919
41.788147,168,940.959292
150.59685,46,941.149382
-608.24274,157,941.27794
141.91992,49,941.330546
139.08101,42,941.606454
-1106.7223,1600,941.662888
-332.85538,723,941.908229
-13.414709,147,942.27576
-4216.46,1600,942.503485
144.68016,132,942.648789
-501.67538,324,942.753571
153.2525,43,942.840484
-329.61035,47,943.123051
-19.284136,251,943.257459
100.58753,179,946.234524
-1226.9723,1600,947.179197
-538.8167,230,947.239463
184.34378,38,947.460267
97.54375,167,947.564967
164.92531,49,947.839405
151.89526,38,947.857215
-369.3651,717,947.978246
-8.031089,318,948.178016
-1637.8684,1091,948.319757
-1315.857,1600,948.375344
73.67773,156,948.410866
163.6546,39,948.616524
158.5544,61,948.830216
-151.9217,466,948.830265
162.69528,41,948.916033
189.39024,31,949.060859
-402.33594,772,949.170762
162.37836,43,949.231828
-361.86884,27,949.258436
-583.63,1044,949.336305
89.411156,194,949.634567
-435.24402,69,949.859136
22.619087,260,949.915185
118.03204,103,950.042671
153.22168,47,950.266008
-28.576271,229,950.559755
-2104.304,845,950.648783
179.8517,80,950.65784
117.66697,55,950.697156
-3619.7104,1600,950.797756
207.53194,28,950.877755
29.09933,190,952.436915
82.87519,165,952.481535
117.61695,66,952.551021
121.31721,57,952.578014
109.1951,58,952.663593
178.7547,31,952.782722
-550.6415,936,953.005275
107.330154,71,953.013734
127.29285,62,953.142603
201.87366,48,953.159114
106.06005,98,953.186821
176.62834,40,953.452815
177.01686,48,953.522182
147.05821,62,953.890231
-2208.8933,1600,953.897906
205.68819,29,954.110157
-920.30634,470,954.135292
14.558093,299,954.164145
135.54938,90,954.175122
55.088997,158,954.190951
-134.10631,500,954.302989
32.618134,158,954.350877
-1477.9996,1600,954.366139
160.68857,35,954.403718
196.7809,29,954.52862
-496.42807,731,954.696295
168.55331,63,954.823193
106.439445,61,954.979293
141.61461,43,955.011784
-56.855846,354,955.248198
-456.6864,157,955.588804
64.22915,203,955.757554
72.81548,252,955.864738
-14.9808,233,956.027105
57.253036,127,956.072031
202.44054,30,956.265795
9.531044,186,956.327399
-1018.41516,967,956.592624
49.462757,169,956.620948
189.95174,41,956.895194
-113.04903,349,956.925672
85.80979,96,957.041705
150.74635,45,959.39771
10.459124,184,959.41618
11.683936,161,959.423917
141.3678,37,959.474792
123.22594,41,959.70347
141.04189,37,959.746013
-464.27438,381,960.795462
-3.2949598,197,960.888905
-939.2845,599,961.132177
-4.750076,201,961.230539
142.44289,74,961.418357
-167.06421,275,961.451243
-766.4951,242,961.48528
113.98169,51,961.493082
-995.9378,1600,961.510425
-393.47992,55,961.929881
149.69136,63,961.94272
113.275856,70,961.956283
-261.9793,598,962.263
109.20825,55,962.33431
109.16003,54,962.356958
30.075586,159,962.42723
104.67792,62,962.699044
-1261.098,744,962.77043
-575.0486,1149,962.842159
-277.57257,566,962.968148
88.380905,99,963.167206
-5.2322993,231,963.236894
120.77053,57,963.319556
58.526917,237,963.339037
125.0035,32,963.620825
89.35207,167,963.669854
106.02868,166,963.68386
-168.05063,708,963.779257
110.61001,79,963.990098
-1737.3918,1600,966.72379
-522.6639,107,966.73993
-508.70883,1063,967.039992
131.54482,43,967.063503
160.87953,43,967.08118
102.78862,106,967.101775
183.90501,33,967.292896
-662.8104,1266,967.454697
139.439,66,967.613008
85.64142,51,967.680302
205.53078,27,967.891161
-578.1659,237,968.866033
-86.71256,355,968.936688
152.18489,45,969.208876
-278.57425,794,969.46286
-31.788471,320,969.470395
-121.90911,477,969.470443
181.4999,31,969.698113
-795.1045,351,970.109579
99.53343,93,970.197952
-884.4193,1126,970.212545
116.48175,143,970.302559
-157.53296,390,970.563014
52.413147,216,970.591048
103.155205,76,970.700824
199.63875,58,970.758765
168.60141,37,970.874417
-882.4262,594,971.1272
-429.54846,229,971.241486
196.59123,36,971.399638
-40.728832,460,971.399688
-560.6542,925,972.956088
175.42345,63,973.013963
-1154.6526,797,973.038061
185.39499,32,973.253743
-253.22556,884,973.437955
29.646498,270,973.554544
90.46789,84,973.578585
100.83792,202,973.667898
5.5233045,222,973.719845
145.6135,46,973.777956
135.16647,41,973.877694
88.002396,123,973.966919
176.74727,41,974.042545
146.3749,40,974.166395
71.21335,81,974.189288
173.00832,32,974.1997
51.38571,139,974.294848
-674.65326,220,974.329549
-62.069023,378,974.353988
148.73369,87,974.433043
-330.8431,354,974.564718
-441.5406,101,974.796477
-453.30307,76,974.939055
100.62788,84,975.081827
33.326027,217,976.241816
-152.7124,337,976.256125
35.652546,262,976.3252
5.8911242,259,976.341362
105.05678,205,976.400562
148.76009,44,976.698304
109.88695,74,976.847961
183.5328,69,976.884217
-377.8321,31,976.951479
-816.13324,557,976.976159
-1076.7588,655,977.041964
-72.80553,336,979.15387
103.25051,150,979.163664
-150.4409,454,979.304281
144.43903,38,979.450804
162.01212,36,979.579955
-643.12054,497,979.643669
73.18808,65,979.651486
125.2274,151,979.710114
139.8531,30,979.872087
76.58505,106,980.498748
98.85578,149,980.57226
-1369.9497,1600,980.588295
32.031567,261,980.599962
-358.68448,25,980.787356
197.34534,51,980.898837
146.6417,33,981.037742
48.298866,159,981.07773
-161.44661,361,981.224481
-1414.9159,1600,981.422034
189.0897,37,981.514825
-1497.4899,1600,981.522674
115.424385,130,981.586941
66.114006,94,981.764864
125.50826,53,981.934589
-226.0628,534,981.982985
124.53581,65,982.041677
163.82585,38,982.324013
-911.5991,1280,982.427612
86.170944,76,982.51179
-137.38002,546,982.615348
94.01798,138,982.646659
143.93094,35,982.691408
-481.6247,79,983.238986
22.874624,354,983.314193
-28.986807,266,983.4571
-521.98395,668,983.635983
42.852707,149,983.750198
-172.32442,570,985.9437
47.201332,212,986.061268
131.50662,79,986.181588
192.70808,31,986.181638
-371.70374,139,986.250662
-813.4208,623,986.290526
42.070145,236,986.426556
-405.25943,56,986.596861
156.30322,38,986.70592
121.22182,40,986.907562
73.05512,84,986.915787
149.958,42,987.227941
109.87508,167,987.326201
-77.92117,475,987.539461
-494.68585,249,987.587678
176.0183,48,987.600585
179.9975,68,988.010348
107.2745,87,988.186221
105.38872,109,988.359714
156.99644,46,988.514749
158.80167,37,988.771516
-162.77289,619,988.866969
111.28479,80,988.941691
-871.7698,515,989.086581
-1854.2101,1600,989.801684
85.62459,133,989.819623
92.76837,136,990.048703
150.0961,40,990.124399
-191.33937,469,990.322955
178.03279,50,990.425187
29.176506,227,991.949654
130.40958,98,992.059941
-1268.0166,1600,992.228328
77.64668,102,992.418403
-94.349915,493,992.437885
-80.143654,401,992.457017
139.11084,45,992.57267
11.951978,306,992.722694
-455.64197,1105,992.808551
113.95911,46,993.168879
77.367256,184,993.473042
-313.05313,810,993.773574
-461.95847,227,994.201076
-155.57791,310,994.226973
-79.17726,350,994.640337
156.23837,54,994.640391
132.71658,49,995.01778
63.951866,224,995.196353
84.70923,94,995.727296
108.64851,72,995.741984
45.727695,270,995.839482
-415.13782,1098,995.916295
-761.1147,373,996.022325
-558.6442,1215,996.037721
-143.75658,478,996.084047
130.06288,38,996.217135
-20.737253,269,996.268567
180.50116,38,996.392049
153.15884,49,996.417277
-1337.6398,1600,996.450927
158.13808,38,996.585496
-911.4557,538,996.746267
-1050.1157,619,996.753984
-790.23157,1149,997.688283
154.67131,67,997.785464
135.87886,77,997.832984
-1109.7449,598,997.877609
196.79353,46,998.052588
171.67805,36,998.118721
-902.3618,1600,998.143847
60.79295,120,998.319317
194.36436,46,998.408998
134.01738,160,998.460397
131.43214,32,998.708279
151.08868,48,998.778598
35.803932,295,998.851065
-74.654076,441,998.87561
91.269104,100,998.914294
-399.9246,45,999.052049
66.25306,132,999.136386
-57.747482,229,999.312053
141.49873,71,999.386255
-204.33804,777,999.530621
89.20474,117,999.662639
90.8894,101,999.671557
-550.65137,302,999.857132
145.49332,30,999.895142
172.7574,38,999.960658
166.47128,62,1000.002069
-201.8292,393,1000.070641
162.67883,38,1000.240581
164.47755,50,1000.265486
1.1800414,345,1000.421241
56.86959,177,1000.718302
-118.15239,544,1000.739789
168.07498,58,1000.857903
94.36329,116,1001.151378
51.516026,66,1001.234181
165.43167,57,1001.281587
-129.62648,309,1001.368434
-17.467648,344,1001.460996
-91.579445,186,1001.46105
-346.01636,43,1001.695132
54.497795,228,1001.710522
96.26531,76,1002.046737
122.041245,108,1002.05962
-163.72113,433,1003.848365
-743.2002,419,1003.928135
103.31441,178,1003.943557
-117.88303,550,1003.943608
137.09517,67,1004.021115
-507.04398,245,1004.029437
107.31298,79,1004.102693
142.72516,44,1004.363282
62.078583,219,1004.589891
132.04765,97,1004.780376
-408.6233,125,1004.825453
36.950626,304,1005.063864
153.03368,41,1005.098971
160.64568,45,1005.16806
-665.8183,481,1005.360905
152.10077,48,1005.429963
174.34932,37,1005.449263
115.87398,43,1005.705181
167.90317,42,1005.768193
76.60371,134,1006.127238
163.8222,35,1006.371166
30.917402,98,1006.424303
159.68407,107,1006.567394
-183.82524,451,1006.609683
95.02026,66,1007.069638
-123.9391,547,1007.349437
-713.2558,377,1007.484036
-709.0858,411,1007.515171
67.981964,164,1007.694159
-374.88754,47,1007.717443
-74.37142,529,1007.994623
-902.60614,559,1008.380666
-110.88216,387,1008.408474
63.70966,107,1008.519347
-16.828255,203,1009.992468
170.71686,63,1010.358101
51.000576,327,1010.4764
73.83652,63,1010.476472
131.91963,30,1010.708194
145.05199,47,1010.830545
-412.8164,733,1010.913205
180.85834,33,1011.088631
171.31555,34,1011.341959
138.05185,96,1011.634857
-1784.3656,1600,1011.717155
-944.9764,1600,1011.911522
-1138.0895,1514,1012.221349
-60.301514,341,1012.331447
-2124.2825,1031,1013.192056
-122.67399,573,1013.240821
-317.0945,624,1013.591177
63.50246,78,1013.829736
-572.6512,312,1013.999659
-621.1202,500,1014.147945
-2.5561597,305,1014.216469
195.79782,42,1014.312637
-102.654366,291,1014.431114
185.17453,42,1014.519474
132.01929,54,1014.543425
-1380.3052,1600,1016.401228
138.69351,44,1016.427255
-479.7351,937,1016.434475
-5.212442,140,1016.447654
91.13561,83,1016.515134
70.25628,231,1016.940067
99.498985,108,1016.981145
-358.0059,72,1017.039702
-1007.0677,753,1017.103868
-438.76544,74,1017.128641
-388.3013,40,1017.358302
-130.64902,467,1017.515157
55.213367,136,1017.542897
69.87629,63,1017.60261
118.885414,93,1017.854402
-445.09314,737,1017.931522
-8.768636,418,1017.996272
163.72719,36,1018.283927
133.60725,56,1018.382556
152.8179,42,1018.704364
-585.91925,1019,1018.768972
99.44531,55,1019.122438
-1744.578,1159,1019.539483
-69.27535,335,1019.539535
-494.69077,867,1019.571145
71.59004,79,1019.71574
-4.539528,365,1019.816605
-30.239843,315,1019.943954
149.07997,54,1019.967392
127.76978,62,1020.03001
18.04635,232,1020.062145
85.63144,54,1020.143304
181.52759,45,1020.169974
-343.39438,49,1020.331365
159.49286,44,1020.529296
-212.11789,532,1020.636826
-770.2017,536,1020.636882
142.64554,61,1020.646623
179.85342,103,1020.883411
151.1075,54,1021.039213
122.71714,152,1022.023748
-520.9313,343,1022.274146
-415.5534,49,1022.387263
78.14427,74,1022.462034
167.21268,32,1022.524148
-192.91714,519,1022.712375
189.58817,36,1022.780959
180.13002,32,1023.023478
161.92175,48,1023.075013
102.02682,95,1023.169774
-82.559944,377,1023.325582
130.45854,39,1023.457903
-259.60376,653,1023.47282
-532.0312,1214,1023.480868
163.56615,38,1023.764536
119.54436,48,1023.820079
148.62231,46,1023.820128
-1165.5675,749,1023.972615
83.65894,49,1024.196359
124.145195,157,1024.260786
187.1994,37,1024.544501
107.50444,54,1024.603584
146.6254,128,1024.777046
19.39273,206,1024.876075
125.74209,80,1025.146664
141.96877,48,1025.153302
-153.43694,471,1025.28004
-65.07505,512,1025.343059
153.67633,39,1025.440234
53.11688,232,1025.512575
-234.63937,557,1025.592079
127.785995,78,1025.738103
-43.16482,469,1025.929078
114.67823,144,1025.985097
117.65126,74,1026.1713
141.10548,107,1026.265959
-386.72333,49,1026.309552
-69.730255,321,1026.412854
-825.1652,453,1026.460102
170.34787,37,1028.235715
-1293.0295,1132,1028.525653
117.727776,127,1028.607962
-287.40323,333,1028.608013
-58.555172,228,1028.741548
-660.8387,781,1028.884388
124.29114,31,1028.963274
-0.56736195,233,1028.9817
-463.4137,79,1029.126512
-363.04404,25,1029.179021
-382.5309,117,1029.766074
126.41755,102,1029.94292
78.96212,290,1030.074894
96.664856,80,1030.346446
166.98972,67,1030.425653
48.99679,196,1030.425723
-2073.7908,1600,1030.586582
19.273685,208,1030.680564
-64.00409,451,1030.868777
187.08965,44,1031.030186
-110.484146,373,1031.03931
-471.8003,362,1031.334224
139.75064,126,1031.391737
-743.7307,505,1031.554372
147.17407,32,1031.578329
92.01333,80,1031.630906
81.87904,168,1031.719905
72.108154,184,1031.754129
-146.15315,419,1031.771154
195.9938,30,1031.864832
112.83557,45,1031.903163
103.30438,156,1032.049983
162.93956,88,1032.065
88.776924,44,1032.10568
167.03218,34,1032.120801
122.8777,88,1032.250708
-367.37894,25,1032.2602
162.37544,41,1032.420371
1.7224928,232,1032.786334
145.08237,94,1032.839051
85.77814,104,1032.848827
92.974075,78,1032.856442
-1205.2833,1441,1034.079862
-150.49765,529,1034.955845
131.91539,123,1035.116467
70.861725,225,1035.415299
-38.380497,379,1035.453317
-1260.2158,1600,1035.642007
-29.107275,277,1035.719284
-4.5300426,276,1035.780976
-277.28482,359,1035.981473
99.39556,55,1036.208907
94.92064,69,1036.258696
-420.70322,36,1036.266966
-54.687737,508,1036.590703
135.78413,54,1036.662694
-702.48444,1189,1036.678567
144.37924,70,1036.77637
69.88806,192,1036.849002
